Age	Costs	QALYs
2080	67.27804456	0.017057692
2081	67.332586	0.017056472
2082	67.38712743	0.017055251
2083	67.44166887	0.017054031
2084	67.4962103	0.017052811
2085	67.55075174	0.01705159
2086	67.60529317	0.01705037
2087	67.65983461	0.017049149
2088	67.71437604	0.017047929
2089	67.76891748	0.017046709
2090	67.82345892	0.017045488
2091	67.87800035	0.017044268
2092	67.93254179	0.017043047
2093	67.98708322	0.017041827
2094	68.04162466	0.017040607
2095	68.09616609	0.017039386
2096	68.15070753	0.017038166
2097	68.20524896	0.017036945
2098	68.2597904	0.017035725
2099	68.31433183	0.017034504
2100	68.36887327	0.017033284
2101	68.4234147	0.017032064
2102	68.47795614	0.017030843
2103	68.53249758	0.017029623
2104	68.58703901	0.017028402
2105	68.64158045	0.017027182
2106	68.69612188	0.017025962
2107	68.75066332	0.017024741
2108	68.80520475	0.017023521
2109	68.85974619	0.0170223
2110	68.91428762	0.01702108
2111	68.96882906	0.017019859
2112	69.02337049	0.017018639
2113	69.07791193	0.017017419
2114	69.13245336	0.017016198
2115	69.1869948	0.017014978
2116	69.24153623	0.017013757
2117	69.29607767	0.017012537
2118	69.35061911	0.017011317
2119	69.40516054	0.017010096
2120	69.45970198	0.017008876
2121	69.51424341	0.017007655
2122	69.56878485	0.017006435
2123	69.62332628	0.017005214
2124	69.67786772	0.017003994
2125	69.73240915	0.017002774
2126	69.78695059	0.017001553
2127	69.84149202	0.017000333
2128	69.89603346	0.016999112
2129	69.95057489	0.016997892
2130	70.00511633	0.016996672
2131	70.05965776	0.016995451
2132	70.1141992	0.016994231
2133	70.16874064	0.01699301
2134	70.22328207	0.01699179
2135	70.27782351	0.01699057
2136	70.33236494	0.016989349
2137	70.38690638	0.016988129
2138	70.44144781	0.016986908
2139	70.49598925	0.016985688
2140	70.55053068	0.016984467
2141	70.60507212	0.016983247
2142	70.65961355	0.016982027
2143	70.71415499	0.016980806
2144	70.76869642	0.016979586
2145	70.82323786	0.016978365
2146	70.8777793	0.016977145
2147	70.93232073	0.016975925
2148	70.98686217	0.016974704
2149	71.0414036	0.016973484
2150	71.09594504	0.016972263
2151	71.15048647	0.016971043
2152	71.20502791	0.016969822
2153	71.25956934	0.016968602
2154	71.31411078	0.016967382
2155	71.36865221	0.016966161
2156	71.42319365	0.016964941
2157	71.47773508	0.01696372
2158	71.53227652	0.0169625
2159	71.58681795	0.01696128
2160	71.64135939	0.016960059
2161	71.69590083	0.016958839
2162	71.75044226	0.016957618
2163	71.8049837	0.016956398
2164	71.85952513	0.016955178
2165	71.91406657	0.016953957
2166	71.968608	0.016952737
2167	72.02314944	0.016951516
2168	72.07769087	0.016950296
2169	72.13223231	0.016949075
2170	72.18677374	0.016947855
2171	72.24131518	0.016946635
2172	72.29585661	0.016945414
2173	72.35039805	0.016944194
2174	72.40493949	0.016942973
2175	72.45948092	0.016941753
2176	72.51402236	0.016940533
2177	72.56856379	0.016939312
2178	72.62310523	0.016938092
2179	72.67764666	0.016936871
2180	72.7321881	0.016935651
2181	72.78672953	0.01693443
2182	72.84127097	0.01693321
2183	72.8958124	0.01693199
2184	72.95035384	0.016930769
2185	73.00489527	0.016929549
2186	73.05943671	0.016928328
2187	73.11397814	0.016927108
2188	73.16851958	0.016925888
2189	73.22306102	0.016924667
2190	73.27760245	0.016923447
2191	73.33214389	0.016922226
2192	73.38668532	0.016921006
2193	73.44122676	0.016919786
2194	73.49576819	0.016918565
2195	73.55030963	0.016917345
2196	73.60485106	0.016916124
2197	73.6593925	0.016914904
2198	73.71393393	0.016913683
2199	73.76847537	0.016912463
2200	73.8230168	0.016911243
2201	73.87755824	0.016910022
2202	73.93209968	0.016908802
2203	73.98664111	0.016907581
2204	74.04118255	0.016906361
2205	74.09572398	0.016905141
2206	74.15026542	0.01690392
2207	74.20480685	0.0169027
2208	74.25934829	0.016901479
2209	74.31388972	0.016900259
2210	74.36843116	0.016899038
2211	74.42297259	0.016897818
2212	74.47751403	0.016896598
2213	74.53205546	0.016895377
2214	74.5865969	0.016894157
2215	74.64113833	0.016892936
2216	74.69567977	0.016891716
2217	74.75022121	0.016890496
2218	74.80476264	0.016889275
2219	74.85930408	0.016888055
2220	74.91384551	0.016886834
2221	74.96838695	0.016885614
2222	75.02292838	0.016884393
2223	75.07746982	0.016883173
2224	75.13201125	0.016881953
2225	75.18655269	0.016880732
2226	75.24109412	0.016879512
2227	75.29563556	0.016878291
2228	75.35017699	0.016877071
2229	75.40471843	0.016875851
2230	75.45925987	0.01687463
2231	75.5138013	0.01687341
2232	75.56834274	0.016872189
2233	75.62288417	0.016870969
2234	75.67742561	0.016869749
2235	75.73196704	0.016868528
2236	75.78650848	0.016867308
2237	75.84104991	0.016866087
2238	75.89559135	0.016864867
2239	75.95013278	0.016863646
2240	76.00467422	0.016862426
2241	76.05921565	0.016861206
2242	76.11375709	0.016859985
2243	76.16829852	0.016858765
2244	76.22283996	0.016857544
2245	76.2773814	0.016856324
2246	76.33192283	0.016855104
2247	76.38646427	0.016853883
2248	76.4410057	0.016852663
2249	76.49554714	0.016851442
2250	76.55008857	0.016850222
2251	76.60463001	0.016849001
2252	76.65917144	0.016847781
2253	76.71371288	0.016846561
2254	76.76825431	0.01684534
2255	76.82279575	0.01684412
2256	76.87733718	0.016842899
2257	76.93187862	0.016841679
2258	76.98642006	0.016840459
2259	77.04096149	0.016839238
2260	77.09550293	0.016838018
2261	77.15004436	0.016836797
2262	77.2045858	0.016835577
2263	77.25912723	0.016834357
2264	77.31366867	0.016833136
2265	77.3682101	0.016831916
2266	77.42275154	0.016830695
2267	77.47729297	0.016829475
2268	77.53183441	0.016828254
2269	77.58637584	0.016827034
2270	77.64091728	0.016825814
2271	77.69545871	0.016824593
2272	77.75000015	0.016823373
2273	77.80454159	0.016822152
2274	77.85908302	0.016820932
2275	77.91362446	0.016819712
2276	77.96816589	0.016818491
2277	78.02270733	0.016817271
2278	78.07724876	0.01681605
2279	78.1317902	0.01681483
2280	78.18633163	0.016813609
2281	78.24087307	0.016812389
2282	78.2954145	0.016811169
2283	78.34995594	0.016809948
2284	78.40449737	0.016808728
2285	78.45903881	0.016807507
2286	78.51358025	0.016806287
2287	78.56812168	0.016805067
2288	78.62266312	0.016803846
2289	78.67720455	0.016802626
2290	78.73174599	0.016801405
2291	78.78628742	0.016800185
2292	78.84082886	0.016798964
2293	78.89537029	0.016797744
2294	78.94991173	0.016796524
2295	79.00445316	0.016795303
2296	79.0589946	0.016794083
2297	79.11353603	0.016792862
2298	79.16807747	0.016791642
2299	79.2226189	0.016790422
2300	79.27716034	0.016789201
2301	79.33170178	0.016787981
2302	79.38624321	0.01678676
2303	79.44078465	0.01678554
2304	79.49532608	0.01678432
2305	79.54986752	0.016783099
2306	79.60440895	0.016781879
2307	79.65895039	0.016780658
2308	79.71349182	0.016779438
2309	79.76803326	0.016778217
2310	79.82257469	0.016776997
2311	79.87711613	0.016775777
2312	79.93165756	0.016774556
2313	79.986199	0.016773336
2314	80.04074044	0.016772115
2315	80.09528187	0.016770895
2316	80.14982331	0.016769675
2317	80.20436474	0.016768454
2318	80.25890618	0.016767234
2319	80.31344761	0.016766013
2320	80.36798905	0.016764793
2321	80.42253048	0.016763572
2322	80.47707192	0.016762352
2323	80.53161335	0.016761132
2324	80.58615479	0.016759911
2325	80.64069622	0.016758691
2326	80.69523766	0.01675747
2327	80.74977909	0.01675625
2328	80.80432053	0.01675503
2329	80.85886197	0.016753809
2330	80.9134034	0.016752589
2331	80.96794484	0.016751368
2332	81.02248627	0.016750148
2333	81.07702771	0.016748928
2334	81.13156914	0.016747707
2335	81.18611058	0.016746487
2336	81.24065201	0.016745266
2337	81.29519345	0.016744046
2338	81.34973488	0.016742825
2339	81.40427632	0.016741605
2340	81.45881775	0.016740385
2341	81.51335919	0.016739164
2342	81.56790063	0.016737944
2343	81.62244206	0.016736723
2344	81.6769835	0.016735503
2345	81.73152493	0.016734283
2346	81.78606637	0.016733062
2347	81.8406078	0.016731842
2348	81.89514924	0.016730621
2349	81.94969067	0.016729401
2350	82.00423211	0.01672818
2351	82.05877354	0.01672696
2352	82.11331498	0.01672574
2353	82.16785641	0.016724519
2354	82.22239785	0.016723299
2355	82.27693928	0.016722078
2356	82.33148072	0.016720858
2357	82.38602216	0.016719638
2358	82.44056359	0.016718417
2359	82.49510503	0.016717197
2360	82.54964646	0.016715976
2361	82.6041879	0.016714756
2362	82.65872933	0.016713536
2363	82.71327077	0.016712315
2364	82.7678122	0.016711095
2365	82.82235364	0.016709874
2366	82.87689507	0.016708654
2367	82.93143651	0.016707433
2368	82.98597794	0.016706213
2369	83.04051938	0.016704993
2370	83.09506082	0.016703772
2371	83.14960225	0.016702552
2372	83.20414369	0.016701331
2373	83.25868512	0.016700111
2374	83.31322656	0.016698891
2375	83.36776799	0.01669767
2376	83.42230943	0.01669645
2377	83.47685086	0.016695229
2378	83.5313923	0.016694009
2379	83.58593373	0.016692788
2380	83.64047517	0.016691568
2381	83.6950166	0.016690348
2382	83.74955804	0.016689127
2383	83.80409947	0.016687907
2384	83.85864091	0.016686686
2385	83.91318235	0.016685466
2386	83.96772378	0.016684246
2387	84.02226522	0.016683025
2388	84.07680665	0.016681805
2389	84.13134809	0.016680584
2390	84.18588952	0.016679364
2391	84.24043096	0.016678143
2392	84.29497239	0.016676923
2393	84.34951383	0.016675703
2394	84.40405526	0.016674482
2395	84.4585967	0.016673262
2396	84.51313813	0.016672041
2397	84.56767957	0.016670821
2398	84.62222101	0.016669601
2399	84.67676244	0.01666838
2400	84.73130388	0.01666716
2401	84.78584531	0.016665939
2402	84.84038675	0.016664719
2403	84.89492818	0.016663499
2404	84.94946962	0.016662278
2405	85.00401105	0.016661058
2406	85.05855249	0.016659837
2407	85.11309392	0.016658617
2408	85.16763536	0.016657396
2409	85.22217679	0.016656176
2410	85.27671823	0.016654956
2411	85.33125966	0.016653735
2412	85.3858011	0.016652515
2413	85.44034254	0.016651294
2414	85.49488397	0.016650074
2415	85.54942541	0.016648854
2416	85.60396684	0.016647633
2417	85.65850828	0.016646413
2418	85.71304971	0.016645192
2419	85.76759115	0.016643972
2420	85.82213258	0.016642751
2421	85.87667402	0.016641531
2422	85.93121545	0.016640311
2423	85.98575689	0.01663909
2424	86.04029832	0.01663787
2425	86.09483976	0.016636649
2426	86.1493812	0.016635429
2427	86.20392263	0.016634209
2428	86.25846407	0.016632988
2429	86.3130055	0.016631768
2430	86.36754694	0.016630547
2431	86.42208837	0.016629327
2432	86.47662981	0.016628107
2433	86.53117124	0.016626886
2434	86.58571268	0.016625666
2435	86.64025411	0.016624445
2436	86.69479555	0.016623225
2437	86.74933698	0.016622004
2438	86.80387842	0.016620784
2439	86.85841985	0.016619564
2440	86.91296129	0.016618343
2441	86.96750273	0.016617123
2442	87.02204416	0.016615902
2443	87.0765856	0.016614682
2444	87.13112703	0.016613462
2445	87.18566847	0.016612241
2446	87.2402099	0.016611021
2447	87.29475134	0.0166098
2448	87.34929277	0.01660858
2449	87.40383421	0.016607359
2450	87.45837564	0.016606139
2451	87.51291708	0.016604919
2452	87.56745851	0.016603698
2453	87.62199995	0.016602478
2454	87.67654139	0.016601257
2455	87.73108282	0.016600037
2456	87.78562426	0.016598817
2457	87.84016569	0.016597596
2458	87.89470713	0.016596376
2459	87.94924856	0.016595155
2460	88.00379	0.016593935
2461	88.05833143	0.016592714
2462	88.11287287	0.016591494
2463	88.1674143	0.016590274
2464	88.22195574	0.016589053
2465	88.27649717	0.016587833
2466	88.33103861	0.016586612
2467	88.38558004	0.016585392
2468	88.44012148	0.016584172
2469	88.49466292	0.016582951
2470	88.54920435	0.016581731
2471	88.60374579	0.01658051
2472	88.65828722	0.01657929
2473	88.71282866	0.01657807
2474	88.76737009	0.016576849
2475	88.82191153	0.016575629
2476	88.87645296	0.016574408
2477	88.9309944	0.016573188
2478	88.98553583	0.016571967
2479	89.04007727	0.016570747
2480	89.0946187	0.016569527
2481	89.14916014	0.016568306
2482	89.20370158	0.016567086
2483	89.25824301	0.016565865
2484	89.31278445	0.016564645
2485	89.36732588	0.016563425
2486	89.42186732	0.016562204
2487	89.47640875	0.016560984
2488	89.53095019	0.016559763
2489	89.58549162	0.016558543
2490	89.64003306	0.016557322
2491	89.69457449	0.016556102
2492	89.74911593	0.016554882
2493	89.80365736	0.016553661
2494	89.8581988	0.016552441
2495	89.91274023	0.01655122
2496	89.96728167	0.01655
2497	90.02182311	0.01654878
2498	90.07636454	0.016547559
2499	90.13090598	0.016546339
2500	90.18544741	0.016545118
2501	90.23998885	0.016543898
2502	90.29453028	0.016542678
2503	90.34907172	0.016541457
2504	90.40361315	0.016540237
2505	90.45815459	0.016539016
2506	90.51269602	0.016537796
2507	90.56723746	0.016536575
2508	90.62177889	0.016535355
2509	90.67632033	0.016534135
2510	90.73086177	0.016532914
2511	90.7854032	0.016531694
2512	90.83994464	0.016530473
2513	90.89448607	0.016529253
2514	90.94902751	0.016528033
2515	91.00356894	0.016526812
2516	91.05811038	0.016525592
2517	91.11265181	0.016524371
2518	91.16719325	0.016523151
2519	91.22173468	0.01652193
2520	91.27627612	0.01652071
2521	91.33081755	0.01651949
2522	91.38535899	0.016518269
2523	91.43990042	0.016517049
2524	91.49444186	0.016515828
2525	91.5489833	0.016514608
2526	91.60352473	0.016513388
2527	91.65806617	0.016512167
2528	91.7126076	0.016510947
2529	91.76714904	0.016509726
2530	91.82169047	0.016508506
2531	91.87623191	0.016507286
2532	91.93077334	0.016506065
2533	91.98531478	0.016504845
2534	92.03985621	0.016503624
2535	92.09439765	0.016502404
2536	92.14893908	0.016501183
2537	92.20348052	0.016499963
2538	92.25802196	0.016498743
2539	92.31256339	0.016497522
2540	92.36710483	0.016496302
2541	92.42164626	0.016495081
2542	92.4761877	0.016493861
2543	92.53072913	0.016492641
2544	92.58527057	0.01649142
2545	92.639812	0.0164902
2546	92.69435344	0.016488979
2547	92.74889487	0.016487759
2548	92.80343631	0.016486538
2549	92.85797774	0.016485318
2550	92.91251918	0.016484098
2551	92.96706061	0.016482877
2552	93.02160205	0.016481657
2553	93.07614349	0.016480436
2554	93.13068492	0.016479216
2555	93.18522636	0.016477996
2556	93.23976779	0.016476775
2557	93.29430923	0.016475555
2558	93.34885066	0.016474334
2559	93.4033921	0.016473114
2560	93.45793353	0.016471893
2561	93.51247497	0.016470673
2562	93.5670164	0.016469453
2563	93.62155784	0.016468232
2564	93.67609927	0.016467012
2565	93.73064071	0.016465791
2566	93.78518215	0.016464571
2567	93.83972358	0.016463351
2568	93.89426502	0.01646213
2569	93.94880645	0.01646091
2570	94.00334789	0.016459689
2571	94.05788932	0.016458469
2572	94.11243076	0.016457249
2573	94.16697219	0.016456028
2574	94.22151363	0.016454808
2575	94.27605506	0.016453587
2576	94.3305965	0.016452367
2577	94.38513793	0.016451146
2578	94.43967937	0.016449926
2579	94.4942208	0.016448706
2580	94.54876224	0.016447485
2581	94.60330368	0.016446265
2582	94.65784511	0.016445044
2583	94.71238655	0.016443824
2584	94.76692798	0.016442604
2585	94.82146942	0.016441383
2586	94.87601085	0.016440163
2587	94.93055229	0.016438942
2588	94.98509372	0.016437722
2589	95.03963516	0.016436501
2590	95.09417659	0.016435281
2591	95.14871803	0.016434061
2592	95.20325946	0.01643284
2593	95.2578009	0.01643162
2594	95.31234234	0.016430399
2595	95.36688377	0.016429179
2596	95.42142521	0.016427959
2597	95.47596664	0.016426738
2598	95.53050808	0.016425518
2599	95.58504951	0.016424297
2600	95.63959095	0.016423077
2601	95.71646017	0.016422152
2602	95.79332938	0.016421228
2603	95.8701986	0.016420303
2604	95.94706782	0.016419379
2605	96.02393704	0.016418454
2606	96.10080626	0.01641753
2607	96.17767547	0.016416605
2608	96.25454469	0.01641568
2609	96.33141391	0.016414756
2610	96.40828313	0.016413831
2611	96.48515235	0.016412907
2612	96.56202156	0.016411982
2613	96.63889078	0.016411058
2614	96.71576	0.016410133
2615	96.79262922	0.016409209
2616	96.86949844	0.016408284
2617	96.94636765	0.016407359
2618	97.02323687	0.016406435
2619	97.10010609	0.01640551
2620	97.17697531	0.016404586
2621	97.25384453	0.016403661
2622	97.33071374	0.016402737
2623	97.40758296	0.016401812
2624	97.48445218	0.016400888
2625	97.5613214	0.016399963
2626	97.63819062	0.016399038
2627	97.71505983	0.016398114
2628	97.79192905	0.016397189
2629	97.86879827	0.016396265
2630	97.94566749	0.01639534
2631	98.02253671	0.016394416
2632	98.09940592	0.016393491
2633	98.17627514	0.016392567
2634	98.25314436	0.016391642
2635	98.33001358	0.016390717
2636	98.4068828	0.016389793
2637	98.48375201	0.016388868
2638	98.56062123	0.016387944
2639	98.63749045	0.016387019
2640	98.71435967	0.016386095
2641	98.79122889	0.01638517
2642	98.8680981	0.016384246
2643	98.94496732	0.016383321
2644	99.02183654	0.016382396
2645	99.09870576	0.016381472
2646	99.17557497	0.016380547
2647	99.25244419	0.016379623
2648	99.32931341	0.016378698
2649	99.40618263	0.016377774
2650	99.48305185	0.016376849
2651	99.55992106	0.016375925
2652	99.63679028	0.016375
2653	99.7136595	0.016374075
2654	99.79052872	0.016373151
2655	99.86739794	0.016372226
2656	99.94426715	0.016371302
2657	100.0211364	0.016370377
2658	100.0980056	0.016369453
2659	100.1748748	0.016368528
2660	100.251744	0.016367604
2661	100.3286132	0.016366679
2662	100.4054825	0.016365754
2663	100.4823517	0.01636483
2664	100.5592209	0.016363905
2665	100.6360901	0.016362981
2666	100.7129593	0.016362056
2667	100.7898286	0.016361132
2668	100.8666978	0.016360207
2669	100.943567	0.016359283
2670	101.0204362	0.016358358
2671	101.0973054	0.016357433
2672	101.1741746	0.016356509
2673	101.2510439	0.016355584
2674	101.3279131	0.01635466
2675	101.4047823	0.016353735
2676	101.4816515	0.016352811
2677	101.5585207	0.016351886
2678	101.63539	0.016350962
2679	101.7122592	0.016350037
2680	101.7891284	0.016349112
2681	101.8659976	0.016348188
2682	101.9428668	0.016347263
2683	102.019736	0.016346339
2684	102.0966053	0.016345414
2685	102.1734745	0.01634449
2686	102.2503437	0.016343565
2687	102.3272129	0.016342641
2688	102.4040821	0.016341716
2689	102.4809513	0.016340791
2690	102.5578206	0.016339867
2691	102.6346898	0.016338942
2692	102.711559	0.016338018
2693	102.7884282	0.016337093
2694	102.8652974	0.016336169
2695	102.9421667	0.016335244
2696	103.0190359	0.01633432
2697	103.0959051	0.016333395
2698	103.1727743	0.01633247
2699	103.2496435	0.016331546
2700	103.3265127	0.016330621
2701	103.403382	0.016329697
2702	103.4802512	0.016328772
2703	103.5571204	0.016327848
2704	103.6339896	0.016326923
2705	103.7108588	0.016325999
2706	103.7877281	0.016325074
2707	103.8645973	0.016324149
2708	103.9414665	0.016323225
2709	104.0183357	0.0163223
2710	104.0952049	0.016321376
2711	104.1720741	0.016320451
2712	104.2489434	0.016319527
2713	104.3258126	0.016318602
2714	104.4026818	0.016317678
2715	104.479551	0.016316753
2716	104.5564202	0.016315828
2717	104.6332895	0.016314904
2718	104.7101587	0.016313979
2719	104.7870279	0.016313055
2720	104.8638971	0.01631213
2721	104.9407663	0.016311206
2722	105.0176355	0.016310281
2723	105.0945048	0.016309357
2724	105.171374	0.016308432
2725	105.2482432	0.016307507
2726	105.3251124	0.016306583
2727	105.4019816	0.016305658
2728	105.4788509	0.016304734
2729	105.5557201	0.016303809
2730	105.6325893	0.016302885
2731	105.7094585	0.01630196
2732	105.7863277	0.016301036
2733	105.8631969	0.016300111
2734	105.9400662	0.016299186
2735	106.0169354	0.016298262
2736	106.0938046	0.016297337
2737	106.1706738	0.016296413
2738	106.247543	0.016295488
2739	106.3244122	0.016294564
2740	106.4012815	0.016293639
2741	106.4781507	0.016292714
2742	106.5550199	0.01629179
2743	106.6318891	0.016290865
2744	106.7087583	0.016289941
2745	106.7856276	0.016289016
2746	106.8624968	0.016288092
2747	106.939366	0.016287167
2748	107.0162352	0.016286243
2749	107.0931044	0.016285318
2750	107.1699736	0.016284393
2751	107.2468429	0.016283469
2752	107.3237121	0.016282544
2753	107.4005813	0.01628162
2754	107.4774505	0.016280695
2755	107.5543197	0.016279771
2756	107.631189	0.016278846
2757	107.7080582	0.016277922
2758	107.7849274	0.016276997
2759	107.8617966	0.016276072
2760	107.9386658	0.016275148
2761	108.015535	0.016274223
2762	108.0924043	0.016273299
2763	108.1692735	0.016272374
2764	108.2461427	0.01627145
2765	108.3230119	0.016270525
2766	108.3998811	0.016269601
2767	108.4767504	0.016268676
2768	108.5536196	0.016267751
2769	108.6304888	0.016266827
2770	108.707358	0.016265902
2771	108.7842272	0.016264978
2772	108.8610964	0.016264053
2773	108.9379657	0.016263129
2774	109.0148349	0.016262204
2775	109.0917041	0.01626128
2776	109.1685733	0.016260355
2777	109.2454425	0.01625943
2778	109.3223117	0.016258506
2779	109.399181	0.016257581
2780	109.4760502	0.016256657
2781	109.5529194	0.016255732
2782	109.6297886	0.016254808
2783	109.7066578	0.016253883
2784	109.7835271	0.016252959
2785	109.8603963	0.016252034
2786	109.9372655	0.016251109
2787	110.0141347	0.016250185
2788	110.0910039	0.01624926
2789	110.1678731	0.016248336
2790	110.2447424	0.016247411
2791	110.3216116	0.016246487
2792	110.3984808	0.016245562
2793	110.47535	0.016244638
2794	110.5522192	0.016243713
2795	110.6290885	0.016242788
2796	110.7059577	0.016241864
2797	110.7828269	0.016240939
2798	110.8596961	0.016240015
2799	110.9365653	0.01623909
2800	111.0134345	0.016238166
2801	111.0903038	0.016237241
2802	111.167173	0.016236317
2803	111.2440422	0.016235392
2804	111.3209114	0.016234467
2805	111.3977806	0.016233543
2806	111.4746499	0.016232618
2807	111.5515191	0.016231694
2808	111.6283883	0.016230769
2809	111.7052575	0.016229845
2810	111.7821267	0.01622892
2811	111.8589959	0.016227996
2812	111.9358652	0.016227071
2813	112.0127344	0.016226146
2814	112.0896036	0.016225222
2815	112.1664728	0.016224297
2816	112.243342	0.016223373
2817	112.3202113	0.016222448
2818	112.3970805	0.016221524
2819	112.4739497	0.016220599
2820	112.5508189	0.016219675
2821	112.6276881	0.01621875
2822	112.7045573	0.016217825
2823	112.7814266	0.016216901
2824	112.8582958	0.016215976
2825	112.935165	0.016215052
2826	113.0120342	0.016214127
2827	113.0889034	0.016213203
2828	113.1657726	0.016212278
2829	113.2426419	0.016211354
2830	113.3195111	0.016210429
2831	113.3963803	0.016209504
2832	113.4732495	0.01620858
2833	113.5501187	0.016207655
2834	113.626988	0.016206731
2835	113.7038572	0.016205806
2836	113.7807264	0.016204882
2837	113.8575956	0.016203957
2838	113.9344648	0.016203033
2839	114.011334	0.016202108
2840	114.0882033	0.016201183
2841	114.1650725	0.016200259
2842	114.2419417	0.016199334
2843	114.3188109	0.01619841
2844	114.3956801	0.016197485
2845	114.4725494	0.016196561
2846	114.5494186	0.016195636
2847	114.6262878	0.016194712
2848	114.703157	0.016193787
2849	114.7800262	0.016192862
2850	114.8568954	0.016191938
2851	114.9337647	0.016191013
2852	115.0106339	0.016190089
2853	115.0875031	0.016189164
2854	115.1643723	0.01618824
2855	115.2412415	0.016187315
2856	115.3181108	0.016186391
2857	115.39498	0.016185466
2858	115.4718492	0.016184541
2859	115.5487184	0.016183617
2860	115.6255876	0.016182692
2861	115.7024568	0.016181768
2862	115.7793261	0.016180843
2863	115.8561953	0.016179919
2864	115.9330645	0.016178994
2865	116.0099337	0.01617807
2866	116.0868029	0.016177145
2867	116.1636722	0.01617622
2868	116.2405414	0.016175296
2869	116.3174106	0.016174371
2870	116.3942798	0.016173447
2871	116.471149	0.016172522
2872	116.5480182	0.016171598
2873	116.6248875	0.016170673
2874	116.7017567	0.016169749
2875	116.7786259	0.016168824
2876	116.8554951	0.016167899
2877	116.9323643	0.016166975
2878	117.0092335	0.01616605
2879	117.0861028	0.016165126
2880	117.162972	0.016164201
2881	117.2398412	0.016163277
2882	117.3167104	0.016162352
2883	117.3935796	0.016161428
2884	117.4704489	0.016160503
2885	117.5473181	0.016159578
2886	117.6241873	0.016158654
2887	117.7010565	0.016157729
2888	117.7779257	0.016156805
2889	117.8547949	0.01615588
2890	117.9316642	0.016154956
2891	118.0085334	0.016154031
2892	118.0854026	0.016153107
2893	118.1622718	0.016152182
2894	118.239141	0.016151257
2895	118.3160103	0.016150333
2896	118.3928795	0.016149408
2897	118.4697487	0.016148484
2898	118.5466179	0.016147559
2899	118.6234871	0.016146635
2900	118.7003563	0.01614571
2901	118.7772256	0.016144786
2902	118.8540948	0.016143861
2903	118.930964	0.016142936
2904	119.0078332	0.016142012
2905	119.0847024	0.016141087
2906	119.1615717	0.016140163
2907	119.2384409	0.016139238
2908	119.3153101	0.016138314
2909	119.3921793	0.016137389
2910	119.4690485	0.016136464
2911	119.5459177	0.01613554
2912	119.622787	0.016134615
2913	119.6996562	0.016133691
2914	119.7765254	0.016132766
2915	119.8533946	0.016131842
2916	119.9302638	0.016130917
2917	120.0071331	0.016129993
2918	120.0840023	0.016129068
2919	120.1608715	0.016128143
2920	120.2377407	0.016127219
2921	120.3146099	0.016126294
2922	120.3914791	0.01612537
2923	120.4683484	0.016124445
2924	120.5452176	0.016123521
2925	120.6220868	0.016122596
2926	120.698956	0.016121672
2927	120.7758252	0.016120747
2928	120.8526944	0.016119822
2929	120.9295637	0.016118898
2930	121.0064329	0.016117973
2931	121.0833021	0.016117049
2932	121.1601713	0.016116124
2933	121.2370405	0.0161152
2934	121.3139098	0.016114275
2935	121.390779	0.016113351
2936	121.4676482	0.016112426
2937	121.5445174	0.016111501
2938	121.6213866	0.016110577
2939	121.6982558	0.016109652
2940	121.7751251	0.016108728
2941	121.8519943	0.016107803
2942	121.9288635	0.016106879
2943	122.0057327	0.016105954
2944	122.0826019	0.01610503
2945	122.1594712	0.016104105
2946	122.2363404	0.01610318
2947	122.3132096	0.016102256
2948	122.3900788	0.016101331
2949	122.466948	0.016100407
2950	122.5438172	0.016099482
2951	122.6206865	0.016098558
2952	122.6975557	0.016097633
2953	122.7744249	0.016096709
2954	122.8512941	0.016095784
2955	122.9281633	0.016094859
2956	123.0050326	0.016093935
2957	123.0819018	0.01609301
2958	123.158771	0.016092086
2959	123.2356402	0.016091161
2960	123.3125094	0.016090237
2961	123.3893786	0.016089312
2962	123.4662479	0.016088388
2963	123.5431171	0.016087463
2964	123.6199863	0.016086538
2965	123.6968555	0.016085614
2966	123.7737247	0.016084689
2967	123.850594	0.016083765
2968	123.9274632	0.01608284
2969	124.0043324	0.016081916
2970	124.0812016	0.016080991
2971	124.1580708	0.016080067
2972	124.23494	0.016079142
2973	124.3118093	0.016078217
2974	124.3886785	0.016077293
2975	124.4655477	0.016076368
2976	124.5424169	0.016075444
2977	124.6192861	0.016074519
2978	124.6961553	0.016073595
2979	124.7730246	0.01607267
2980	124.8498938	0.016071746
2981	124.926763	0.016070821
2982	125.0036322	0.016069896
2983	125.0805014	0.016068972
2984	125.1573707	0.016068047
2985	125.2342399	0.016067123
2986	125.3111091	0.016066198
2987	125.3879783	0.016065274
2988	125.4648475	0.016064349
2989	125.5417167	0.016063425
2990	125.618586	0.0160625
2991	125.6954552	0.016061575
2992	125.7723244	0.016060651
2993	125.8491936	0.016059726
2994	125.9260628	0.016058802
2995	126.0029321	0.016057877
2996	126.0798013	0.016056953
2997	126.1566705	0.016056028
2998	126.2335397	0.016055104
2999	126.3104089	0.016054179
3000	126.3872781	0.016053254
3001	126.4641474	0.01605233
3002	126.5410166	0.016051405
3003	126.6178858	0.016050481
3004	126.694755	0.016049556
3005	126.7716242	0.016048632
3006	126.8484935	0.016047707
3007	126.9253627	0.016046783
3008	127.0022319	0.016045858
3009	127.0791011	0.016044933
3010	127.1559703	0.016044009
3011	127.2328395	0.016043084
3012	127.3097088	0.01604216
3013	127.386578	0.016041235
3014	127.4634472	0.016040311
